"Ca_processed_masked" "Cb_processed_masked" "HK_processed_masked" "β_processed_masked" "β+C_processed_masked" "β+γ+C_processed_masked" "γ_processed_masked" "γ+Ca_processed_masked" "γ+Cb_processed_masked" "γ+Cc-Cf_processed_masked"
"etiam" 0.152896849232785 0.126632708232549 0.179775280898876 0.0743732406962842 0.159872102318145 0.164009709374795 0.118024563862354 0.226073850791258 0.138677398303241 0.113238505713923
"causa" 0.387702724840277 0.119518511140833 0.0808988764044944 0.121444912023046 0.10938617527031 0.0879092042248901 0.191789916276325 0.0985450118833691 0.122362410267566 0.101683556151277
"falsum" 0.0655272210997652 0.140861102415981 0.0539325842696629 0.146863614539498 0.088350372333712 0.122023223774847 0.121712831483052 0.0347805924294244 0.0951707635414401 0.131726425014155
"ualet" 0.125593840441217 0.1052901169574 0.0898876404494382 0.166633716496738 0.117800496444949 0.0957816702748803 0.110648028620957 0.0405773578343284 0.130519904285404 0.115549495626452
"quis" 0.0600666193414514 0.163626533109473 0.242696629213483 0.141215013980286 0.138836299381547 0.120711146099849 0.0774536200346697 0.139122369717698 0.0870132695236023 0.0727961822446645
"aliquis" 0.136515043957844 0.126632708232549 0.161797752808989 0.0856704418147071 0.0967646935083512 0.102342058649872 0.125401099103751 0.0695611848588488 0.125081574940178 0.172168748483413
"bonus" 0.0873696281330203 0.196351839731368 0.11685393258427 0.167575149923273 0.0336572846985569 0.0577314176999278 0.0737653524139712 0.0811547156686569 0.0924515988688275 0.112083010757658
"gratia" 0.174739256266041 0.0882160439372812 0.0359550561797753 0.152512215098709 0.10517901468299 0.123335301449846 0.136465901965847 0.139122369717698 0.0842941048509898 0.100528061195013
"uerum" 0.0819090263747065 0.152243817762727 0.00898876404494382 0.160985115937526 0.054693087635155 0.137768155874828 0.0627005495518755 0.0811547156686569 0.0706982814879269 0.0993725662387484
"dominus" 0.0327636105498826 0.106712956375743 0.0449438202247191 0.11673774489037 0.235600992889899 0.0931575149248836 0.140154169586545 0.150715900527506 0.141396562975854 0.113238505713923
"queritur" 0.158357450991099 0.0782561680088785 0.0719101123595506 0.0771975409758899 0.0589002482224747 0.104966213999869 0.0774536200346697 0.15651266593241 0.242005655862519 0.158302809008239
"meretur" 0.185660459782668 0.163626533109473 0.0539325842696629 0.115796311463835 0.185115065842063 0.107590369349866 0.118024563862354 0 0.0978899282140526 0.0727961822446645
"sine" 0.0819090263747065 0.128055547650892 0.0898876404494382 0.0819047081085661 0.214565189953301 0.122023223774847 0.0995832257588611 0.133325604312793 0.130519904285404 0.100528061195013
"peccato" 0.136515043957844 0.118095671722489 0.386516853932584 0.0875533086677776 0.0631074088097943 0.107590369349866 0.114336296241655 0.0985450118833691 0.16858820970198 0.0808846469385161
"peccati" 0.540599574073063 0.0668734526621326 0 0.107323410625018 0.0673145693971139 0.0695401167749131 0.298749677276583 0.0985450118833691 0.100609092886665 0.0600857377257548
"aliud" 0.240266477365806 0.128055547650892 0.11685393258427 0.0922604758004538 0.0378644452858766 0.0826608935248967 0.140154169586545 0.0405773578343284 0.0761366108331521 0.136348404839213
"uelle" 0.0163818052749413 0.203466036823084 0 0.115796311463835 0.0294501241112373 0.0826608935248967 0.213919522000516 0.127528838907889 0.0299108113987383 0.0855066267635742
"aliquid" 0.196581663299296 0.110981474630773 0.0808988764044944 0.0866118752412423 0.0715217299844335 0.123335301449846 0.0516357466897798 0.092748246478465 0.0978899282140526 0.128259940145361
"omnia" 0.0600666193414514 0.0967530804473407 0.11685393258427 0.0950847760800595 0.248222474651857 0.0734763497999081 0.254490465828201 0.0753579502637528 0.116924080922341 0.0785736570259871
"solutio" 0.0491454158248239 0.133746905324265 0.251685393258427 0.0856704418147071 0.0210358029365981 0.0682280390999147 0.188101648655626 0.0115935308098081 0.146834892321079 0.132881919970419
"nichil" 0.202042265057609 0.0882160439372812 0.0359550561797753 0.120503478596511 0.10517901468299 0.0892212818998885 0.066388817172574 0.0985450118833691 0.0706982814879269 0.132881919970419
"qua" 0.109212035166275 0.0967530804473407 0.161797752808989 0.0630760395778612 0.11359333585763 0.1600734763498 0.136465901965847 0.0753579502637528 0.125081574940178 0.0889731116323677
"caritas" 0.0819090263747065 0.0896388833556245 0.11685393258427 0.062134606151326 0.403887416382683 0.132519845174834 0.184413381034928 0.0811547156686569 0.057102458124864 0.0635522225945484
"erat" 0.0163818052749413 0.149398138926041 0.0449438202247191 0.0188286685307049 0.0210358029365981 0.150888932624811 0.121712831483052 0.0985450118833691 0.154992386338917 0.154836324139445
"idem" 0.0327636105498826 0.116672832304146 0.0719101123595506 0.09696764293313 0.155664941730826 0.0734763497999081 0.184413381034928 0.110138542693177 0.0978899282140526 0.112083010757658
"christus" 0.0163818052749413 0.110981474630773 0.00898876404494382 0.146863614539498 0.0420716058731962 0.0997179032998754 0.0995832257588611 0.0115935308098081 0.0870132695236023 0.121326970407774
"nomen" 0.103751433407962 0.0796790074272218 0.0539325842696629 0.0800218412554956 0.0504859270478354 0.202059961949747 0.0479474790690813 0.0289838270245203 0.0652599521427018 0.132881919970419
"duo" 0.152896849232785 0.133746905324265 0.0539325842696629 0.102616243492341 0.0504859270478354 0.0931575149248836 0.0627005495518755 0.0753579502637528 0.144115727648466 0.0982170712824839
"alia" 0.103751433407962 0.10955863521243 0.152808988764045 0.0527202718859736 0.088350372333712 0.124647379124844 0.0848301552760668 0.0985450118833691 0.0978899282140526 0.139814889708006
"prius" 0.0873696281330203 0.0882160439372812 0.0179775280898876 0.129917812861863 0.0967646935083512 0.135144000524831 0.132777634345148 0.0521708886441366 0.0516641287796389 0.0855066267635742
"mortale" 0.256648282640747 0.0825246862639083 0.0629213483146067 0.145922181112963 0.130421978206908 0.0695401167749131 0.0553240143104784 0.0753579502637528 0.0842941048509898 0.0820401418947806
"minus" 0.070987822858079 0.106712956375743 0.0629213483146067 0.118620611743441 0.0967646935083512 0.098405825624877 0.0479474790690813 0.0463741232392325 0.0897324341962149 0.110927515801394
"hic" 0.120133238682903 0.110981474630773 0.0629213483146067 0.133683546568004 0.10938617527031 0.0747884274749065 0.0922066905174639 0.115935308098081 0.0543832934522515 0.0774181620697226
"pene" 0.371320919565336 0.0569135767337298 0.278651685393258 0.103557676918877 0.168286423492785 0.0892212818998885 0.0590122819311769 0.0173902962147122 0.114204916249728 0.0531527679881677
"debet" 0.0491454158248239 0.115249992885803 0.107865168539326 0.0677832067105375 0.0799360511590727 0.0695401167749131 0.118024563862354 0.266651208625587 0.111485751577116 0.110927515801394
"erit" 0.0655272210997652 0.098175919865684 0.0449438202247191 0.0997919432127357 0.0757288905717531 0.141704388899823 0.0479474790690813 0.0521708886441366 0.100609092886665 0.0959060813699548
"quando" 0.0819090263747065 0.081101846845565 0.161797752808989 0.0884947420943128 0.0631074088097943 0.0721642721249098 0.106959761000258 0.0637644194539447 0.0924515988688275 0.151369839270652
"facere" 0.109212035166275 0.098175919865684 0.0359550561797753 0.0696660735636079 0.0378644452858766 0.18369087449977 0.0811418876553683 0.110138542693177 0.0706982814879269 0.0855066267635742
"tunc" 0.0382242123081964 0.0640277738254461 0.0898876404494382 0.104499110345412 0.138836299381547 0.0774125828249032 0.118024563862354 0.0753579502637528 0.111485751577116 0.117860485538981
"istum" 0.0764484246163927 0.118095671722489 0.0539325842696629 0.0875533086677776 0.0504859270478354 0.0695401167749131 0.232360860104009 0.0463741232392325 0.111485751577116 0.0901286065886322
"filium" 0.0218424070332551 0.0469537008053271 0.0359550561797753 0.0225944022368458 0.462787664605158 0.098405825624877 0.453656917345923 0.0289838270245203 0.119643245594953 0.0323538587754064
"habere" 0.0764484246163927 0.143706781252668 0.179775280898876 0.0687246401370727 0.0294501241112373 0.098405825624877 0.118024563862354 0.144919135122602 0.108766586904503 0.069329697375871
"eodem" 0.0873696281330203 0.118095671722489 0.0629213483146067 0.0376573370614097 0.10938617527031 0.115462835399856 0.0885184228967654 0.0985450118833691 0.0924515988688275 0.128259940145361
"mortali" 0.207502866815923 0.1052901169574 0.0359550561797753 0.093201909226989 0.147250620556187 0.0551072623499311 0.0885184228967654 0.0115935308098081 0.0761366108331521 0.110927515801394
"penam" 0.218424070332551 0.0426851825502974 0.287640449438202 0.0941433426535243 0.168286423492785 0.115462835399856 0.0774536200346697 0.00579676540490406 0.0842941048509898 0.0681742024196064
"ante" 0.0764484246163927 0.0739876497538488 0.0539325842696629 0.105440543771947 0.0631074088097943 0.145640621924818 0.0700770847932726 0.0579676540490406 0.0842941048509898 0.0797291519822516
"gratiam" 0.207502866815923 0.081101846845565 0.0269662921348315 0.0866118752412423 0.088350372333712 0.0642918060749196 0.121712831483052 0.110138542693177 0.0516641287796389 0.12017147545151
"diligit" 0.0109212035166275 0.0953302410289975 0.0629213483146067 0.142156447406822 0.143043459968867 0.0787246604999016 0.0627005495518755 0 0.0271916467261257 0.0993725662387484
