"Ca_processed_masked" "Cb_processed_masked" "HK_processed_masked" "β_processed_masked" "β+C_processed_masked" "β+γ+C_processed_masked" "γ_processed_masked" "γ+Ca_processed_masked" "γ+Cb_processed_masked" "γ+Cc-Cf_processed_masked"
"quandoque" 0.070987822858079 0.0967530804473407 0.179775280898876 0.0706075069901432 0.10938617527031 0.0708521944499114 0.10327149337956 0.115935308098081 0.057102458124864 0.121326970407774
"immo" 0.109212035166275 0.0554907373153866 0.125842696629213 0.0376573370614097 0.122007657032269 0.146952699599816 0.0590122819311769 0.133325604312793 0.0951707635414401 0.116704990582716
"actio" 0.425926937148474 0.0483765402236704 0.0898876404494382 0.119562045169976 0.0420716058731962 0.0406744079249492 0.125401099103751 0.0289838270245203 0.0679791168153143 0.0797291519822516
"habuit" 0.0436848140665101 0.0569135767337298 0.0539325842696629 0.129917812861863 0.0210358029365981 0.0813488158498983 0.210231254379818 0.0695611848588488 0.0842941048509898 0.0543082629444323
"post" 0.0819090263747065 0.0739876497538488 0.00898876404494382 0.117679178316905 0.0631074088097943 0.106278291674867 0.0627005495518755 0.0521708886441366 0.0706982814879269 0.0716406872884
"bene" 0.0436848140665101 0.1052901169574 0.269662921348315 0.0517788384594383 0.0589002482224747 0.0813488158498983 0.0922066905174639 0.0463741232392325 0.0978899282140526 0.101683556151277
"sequitur" 0.114672636924589 0.0910617227739677 0.125842696629213 0.0903776089473833 0.0631074088097943 0.0970937479498786 0.0811418876553683 0.0289838270245203 0.057102458124864 0.0774181620697226
"illum" 0.103751433407962 0.0910617227739677 0.0898876404494382 0.0837875749616366 0.0504859270478354 0.0616676507249229 0.0958949581381625 0.0985450118833691 0.0924515988688275 0.0924395965011613
"malus" 0.13105444219953 0.098175919865684 0.197752808988764 0.13462497999454 0.0252429635239177 0.0288657088499639 0.0221296057241913 0.0463741232392325 0.00543832934522515 0.100528061195013
"uoluntas" 0.0327636105498826 0.132324065905922 0.143820224719101 0.093201909226989 0.0504859270478354 0.032801941874959 0.066388817172574 0.0347805924294244 0.0652599521427018 0.103994546063806
"spiritus" 0.0218424070332551 0.102444438120714 0.278651685393258 0.0385987704879449 0.10938617527031 0.156137243324805 0.0885184228967654 0.0347805924294244 0.0815749401783772 0.0392868285129935
"possit" 0.0436848140665101 0.069719131498819 0.0898876404494382 0.0536617053125088 0.0631074088097943 0.0800367381749 0.125401099103751 0.127528838907889 0.152273221666304 0.0774181620697226
"simile" 0.0546060175831377 0.112404314049116 0.0719101123595506 0.0706075069901432 0.0631074088097943 0.0498589516499377 0.0922066905174639 0.0463741232392325 0.0842941048509898 0.102839051107542
"peccare" 0.0436848140665101 0.0469537008053271 0.161797752808989 0.141215013980286 0.0126214817619589 0.0432985632749459 0.0479474790690813 0.110138542693177 0.138677398303241 0.0485307881631097
"genere" 0.0491454158248239 0.0313024672035514 0.0539325842696629 0.138390713700681 0.0210358029365981 0.0367381748999541 0.0221296057241913 0.0463741232392325 0.135958233630629 0.0993725662387484
"sub" 0.125593840441217 0.0839475256822515 0.134831460674157 0.0536617053125088 0.0589002482224747 0.111526602374861 0.0479474790690813 0.104341777288273 0.0734174461605395 0.0623967276382839
"ipsum" 0.0600666193414514 0.0455308613869839 0.0449438202247191 0.140273580553751 0.117800496444949 0.0393623302499508 0.106959761000258 0.0579676540490406 0.0326299760713509 0.0670187074633419
"primo" 0.147436247474472 0.0654506132437893 0.0539325842696629 0.0715489404166784 0.0631074088097943 0.0446106409499442 0.0848301552760668 0.0405773578343284 0.116924080922341 0.0993725662387484
"illo" 0.0873696281330203 0.115249992885803 0.107865168539326 0.0564860055921146 0.0673145693971139 0.065603883749918 0.0700770847932726 0.0347805924294244 0.0978899282140526 0.0727961822446645
"dicatur" 0.0873696281330203 0.0882160439372812 0.0719101123595506 0.0357744702083392 0.00420716058731962 0.0774125828249032 0.0774536200346697 0.0579676540490406 0.119643245594953 0.112083010757658
"preceptum" 0.00546060175831377 0.0839475256822515 0 0.0480131047532974 0.0168286423492785 0.158761398674802 0.0147530704827942 0.139122369717698 0.0543832934522515 0.0820401418947806
"impossibile" 0.0327636105498826 0.0654506132437893 0.0179775280898876 0.0790804078289604 0.00841432117463924 0.140392311224825 0.114336296241655 0.0289838270245203 0.0353491407439635 0.0670187074633419
"dictum" 0.0163818052749413 0.0768333285905353 0.134831460674157 0.0555445721655793 0.0841432117463924 0.098405825624877 0.118024563862354 0.0753579502637528 0.0598216227974766 0.069329697375871
"motu" 0.0600666193414514 0.0853703651005947 0.0359550561797753 0.0819047081085661 0.00841432117463924 0.0747884274749065 0.0405709438276841 0.00579676540490406 0.152273221666304 0.0704851923321355
"iustitia" 0.136515043957844 0.0839475256822515 0.0269662921348315 0.0734318072697489 0.10517901468299 0.0918454372498852 0.118024563862354 0.0173902962147122 0.0326299760713509 0.0473752932068452
"hanc" 0.120133238682903 0.0739876497538488 0.0179775280898876 0.0724903738432137 0.0925575329210316 0.0446106409499442 0.121712831483052 0.0811547156686569 0.057102458124864 0.0808846469385161
"quid" 0.0327636105498826 0.0796790074272218 0.0449438202247191 0.058368872445185 0.100971854095671 0.0970937479498786 0.0405709438276841 0.121732073502985 0.0652599521427018 0.0727961822446645
"sint" 0.0655272210997652 0.0939074016106542 0 0.058368872445185 0.0631074088097943 0.065603883749918 0.033194408586287 0.110138542693177 0.111485751577116 0.0820401418947806
"dixit" 0.0109212035166275 0.0896388833556245 0.0269662921348315 0.0640174730043965 0.0799360511590727 0.0721642721249098 0.0737653524139712 0.0347805924294244 0.0652599521427018 0.0924395965011613
"alio" 0.0327636105498826 0.112404314049116 0.0808988764044944 0.0489545381798326 0.0294501241112373 0.0734763497999081 0.0737653524139712 0.0637644194539447 0.0734174461605395 0.0831956368510451
"dici" 0.0819090263747065 0.0554907373153866 0.107865168539326 0.0376573370614097 0.0378644452858766 0.106278291674867 0.0811418876553683 0.0637644194539447 0.0951707635414401 0.0866621217198387
"habeat" 0.152896849232785 0.0768333285905353 0.0629213483146067 0.0404816373410154 0.0589002482224747 0.0406744079249492 0.121712831483052 0.127528838907889 0.0598216227974766 0.0970615763262193
"mortaliter" 0.0327636105498826 0.0782561680088785 0.0629213483146067 0.128034946008793 0.0168286423492785 0.0301777865249623 0.0553240143104784 0.168106196742218 0.0978899282140526 0.0311983638191419
"posset" 0.0491454158248239 0.0768333285905353 0.0629213483146067 0.0451888044736916 0.0757288905717531 0.0537951846749328 0.118024563862354 0.0753579502637528 0.0870132695236023 0.0970615763262193
"omnes" 0.0382242123081964 0.0782561680088785 0.0179775280898876 0.0706075069901432 0.0673145693971139 0.0734763497999081 0.033194408586287 0.144919135122602 0.0978899282140526 0.0647077175508129
"meruit" 0.0163818052749413 0.0995987592840272 0 0.112972011184229 0.0673145693971139 0.0341140195499574 0.0516357466897798 0.0231870616196163 0.125081574940178 0.0427533133817871
"huius" 0.103751433407962 0.0512222190603569 0.0449438202247191 0.0847290083881718 0.0757288905717531 0.0761005051499049 0.0737653524139712 0.0521708886441366 0.0462257994344137 0.0716406872884
"corpus" 0.0109212035166275 0.0597592555704163 0.0179775280898876 0.101674810065806 0.100971854095671 0.0826608935248967 0.0258178733448899 0.0231870616196163 0.0407874700891886 0.0762626671134581
"maior" 0.103751433407962 0.0398395037136109 0.0449438202247191 0.0884947420943128 0.0757288905717531 0.0879092042248901 0.0922066905174639 0.0405773578343284 0.0625407874700892 0.0496862831193742
"semper" 0.0382242123081964 0.0682962920804758 0.11685393258427 0.0809632746820309 0.054693087635155 0.065603883749918 0.0553240143104784 0.092748246478465 0.0706982814879269 0.0635522225945484
"unum" 0.0600666193414514 0.11382715346746 0.0629213483146067 0.0593103058717203 0.0504859270478354 0.0708521944499114 0.0479474790690813 0.104341777288273 0.0625407874700892 0.0554637579006968
"credere" 0 0.0355709854585811 0.0629213483146067 0.0649589064309317 0.0168286423492785 0.135144000524831 0.0811418876553683 0.0173902962147122 0.122362410267566 0.0577747478132258
"augustinus" 0.0546060175831377 0.0583364161520731 0.107865168539326 0.0602517392982555 0.0589002482224747 0.0931575149248836 0.0627005495518755 0.0579676540490406 0.0842941048509898 0.0658632125070774
"gratie" 0.256648282640747 0.0441080219686406 0.0359550561797753 0.0715489404166784 0.088350372333712 0.0551072623499311 0.0922066905174639 0.0579676540490406 0.0489449641070263 0.0612412326820193
"premium" 0.0109212035166275 0.0995987592840272 0.18876404494382 0.0800218412554956 0.117800496444949 0.0524831069999344 0.0627005495518755 0.00579676540490406 0.0407874700891886 0.0543082629444323
"an" 0.0218424070332551 0.0355709854585811 0 0.128976379435328 0.0631074088097943 0.0367381748999541 0.136465901965847 0.0521708886441366 0.0951707635414401 0.0404423234692581
"bona" 0.0873696281330203 0.0668734526621326 0.0269662921348315 0.0564860055921146 0.0504859270478354 0.0826608935248967 0.0553240143104784 0.0869514810735609 0.0815749401783772 0.0727961822446645
"christi" 0.0109212035166275 0.0597592555704163 0.0359550561797753 0.0734318072697489 0.126214817619589 0.0800367381749 0.0368826762069856 0.0463741232392325 0.0734174461605395 0.0704851923321355
"maius" 0.0436848140665101 0.0626049344071028 0.0179775280898876 0.101674810065806 0.054693087635155 0.0642918060749196 0.0405709438276841 0.0231870616196163 0.0489449641070263 0.0762626671134581
"patrem" 0.0546060175831377 0.0469537008053271 0.0539325842696629 0.034833036781804 0.32815852581093 0.0249294758249688 0.302437944897282 0.0173902962147122 0.0543832934522515 0.038131333556729
